These are covered call options for owned stock: TSLA
Dollar Cost Average (Basis): $400.00
Generated on: 2025-11-20 10:25:32

Underlying | Expiration   | Strike   | Previous Close | Yield
TSLA       |    20-MAR-26 |   800.00 |         2.75 |  0.008
TSLA       |    20-MAR-26 |   810.00 |         2.60 |  0.008
TSLA       |    15-MAY-26 |   930.00 |         4.05 |  0.008
TSLA       |    17-APR-26 |   890.00 |         3.10 |  0.008
TSLA       |    05-DEC-25 |   525.00 |         0.36 |  0.008
TSLA       |    20-FEB-26 |   750.00 |         2.00 |  0.008
TSLA       |    17-APR-26 |   870.00 |         3.10 |  0.008
TSLA       |    16-JAN-26 |   660.00 |         1.20 |  0.008
TSLA       |    26-DEC-25 |   615.00 |         0.75 |  0.007
TSLA       |    12-DEC-25 |   565.00 |         0.43 |  0.007
TSLA       |    12-DEC-25 |   560.00 |         0.47 |  0.007
TSLA       |    17-APR-26 |   900.00 |         2.80 |  0.007
TSLA       |    26-DEC-25 |   600.00 |         0.75 |  0.007
TSLA       |    20-MAR-26 |   840.00 |         2.19 |  0.007
TSLA       |    20-FEB-26 |   770.00 |         1.84 |  0.007
TSLA       |    02-JAN-26 |   650.00 |         0.78 |  0.007
TSLA       |    28-NOV-25 |   495.00 |         0.17 |  0.007
TSLA       |    19-DEC-25 |   590.00 |         0.57 |  0.007
TSLA       |    17-APR-26 |   880.00 |         3.01 |  0.007
TSLA       |    05-DEC-25 |   530.00 |         0.30 |  0.007
TSLA       |    19-DEC-25 |   595.00 |         0.53 |  0.006
TSLA       |    20-MAR-26 |   870.00 |         1.86 |  0.006
TSLA       |    17-APR-26 |   940.00 |         2.32 |  0.006
TSLA       |    19-DEC-25 |   615.00 |         0.49 |  0.006
TSLA       |    05-DEC-25 |   535.00 |         0.27 |  0.006
TSLA       |    17-APR-26 |   930.00 |         2.41 |  0.006
TSLA       |    20-MAR-26 |   860.00 |         2.06 |  0.006
TSLA       |    20-MAR-26 |   850.00 |         2.08 |  0.006
TSLA       |    16-JAN-26 |   675.00 |         1.01 |  0.006
TSLA       |    17-APR-26 |   920.00 |         2.57 |  0.006
TSLA       |    12-DEC-25 |   570.00 |         0.40 |  0.006
TSLA       |    20-FEB-26 |   800.00 |         1.40 |  0.006
TSLA       |    28-NOV-25 |   492.50 |         0.16 |  0.006
TSLA       |    16-JAN-26 |   690.00 |         0.89 |  0.006
TSLA       |    16-JAN-26 |   680.00 |         0.96 |  0.006
TSLA       |    28-NOV-25 |   497.50 |         0.13 |  0.005
TSLA       |    16-JAN-26 |   700.00 |         0.77 |  0.005
TSLA       |    20-FEB-26 |   810.00 |         1.32 |  0.005
TSLA       |    20-FEB-26 |   830.00 |         1.18 |  0.005
TSLA       |    20-MAR-26 |   880.00 |         1.73 |  0.005
TSLA       |    20-MAR-26 |   890.00 |         1.59 |  0.005
TSLA       |    20-MAR-26 |   900.00 |         1.52 |  0.005
TSLA       |    26-DEC-25 |   640.00 |         0.53 |  0.005
TSLA       |    26-DEC-25 |   630.00 |         0.50 |  0.005
TSLA       |    26-DEC-25 |   625.00 |         0.50 |  0.005
TSLA       |    19-DEC-25 |   610.00 |         0.43 |  0.005
TSLA       |    19-DEC-25 |   605.00 |         0.45 |  0.005
TSLA       |    19-DEC-25 |   600.00 |         0.47 |  0.005
TSLA       |    12-DEC-25 |   580.00 |         0.31 |  0.005
TSLA       |    12-DEC-25 |   575.00 |         0.35 |  0.005
TSLA       |    05-DEC-25 |   545.00 |         0.24 |  0.005
TSLA       |    05-DEC-25 |   540.00 |         0.21 |  0.005
TSLA       |    28-NOV-25 |   500.00 |         0.12 |  0.005
TSLA       |    21-NOV-25 |   470.00 |         0.05 |  0.005
TSLA       |    21-NOV-25 |   465.00 |         0.05 |  0.005
TSLA       |    21-NOV-25 |   462.50 |         0.05 |  0.005
TSLA       |    16-JAN-26 |   720.00 |         0.64 |  0.004
TSLA       |    16-JAN-26 |   710.00 |         0.69 |  0.004
TSLA       |    20-FEB-26 |   840.00 |         1.08 |  0.004
TSLA       |    20-FEB-26 |   870.00 |         0.90 |  0.004
TSLA       |    20-FEB-26 |   880.00 |         0.91 |  0.004
TSLA       |    05-DEC-25 |   550.00 |         0.17 |  0.004
TSLA       |    26-DEC-25 |   650.00 |         0.37 |  0.004
TSLA       |    16-JAN-26 |   730.00 |         0.62 |  0.004
TSLA       |    20-FEB-26 |   860.00 |         0.96 |  0.004
TSLA       |    20-MAR-26 |   920.00 |         1.40 |  0.004
TSLA       |    21-NOV-25 |   467.50 |         0.04 |  0.004
TSLA       |    21-NOV-25 |   472.50 |         0.04 |  0.004
TSLA       |    20-MAR-26 |   930.00 |         1.30 |  0.004
TSLA       |    12-DEC-25 |   585.00 |         0.29 |  0.004
TSLA       |    12-DEC-25 |   590.00 |         0.26 |  0.004
TSLA       |    19-DEC-25 |   620.00 |         0.35 |  0.004
TSLA       |    19-DEC-25 |   625.00 |         0.33 |  0.004
TSLA       |    12-DEC-25 |   595.00 |         0.24 |  0.004
TSLA       |    28-NOV-25 |   505.00 |         0.11 |  0.004
TSLA       |    28-NOV-25 |   507.50 |         0.10 |  0.004
TSLA       |    20-FEB-26 |   850.00 |         0.99 |  0.004
TSLA       |    02-JAN-26 |   680.00 |         0.48 |  0.004
TSLA       |    28-NOV-25 |   502.50 |         0.10 |  0.004
TSLA       |    26-DEC-25 |   660.00 |         0.43 |  0.004
TSLA       |    05-DEC-25 |   565.00 |         0.13 |  0.003
TSLA       |    05-DEC-25 |   555.00 |         0.15 |  0.003
TSLA       |    26-DEC-25 |   670.00 |         0.27 |  0.003
TSLA       |    28-NOV-25 |   510.00 |         0.08 |  0.003
TSLA       |    28-NOV-25 |   512.50 |         0.08 |  0.003
TSLA       |    28-NOV-25 |   515.00 |         0.08 |  0.003
TSLA       |    16-JAN-26 |   750.00 |         0.49 |  0.003
TSLA       |    12-DEC-25 |   600.00 |         0.21 |  0.003
TSLA       |    12-DEC-25 |   605.00 |         0.19 |  0.003
TSLA       |    12-DEC-25 |   610.00 |         0.18 |  0.003
TSLA       |    12-DEC-25 |   615.00 |         0.20 |  0.003
TSLA       |    12-DEC-25 |   620.00 |         0.18 |  0.003
TSLA       |    20-FEB-26 |   890.00 |         0.79 |  0.003
TSLA       |    20-FEB-26 |   900.00 |         0.75 |  0.003
TSLA       |    20-FEB-26 |   910.00 |         0.70 |  0.003
TSLA       |    20-FEB-26 |   920.00 |         0.69 |  0.003
TSLA       |    02-JAN-26 |   700.00 |         0.36 |  0.003
TSLA       |    02-JAN-26 |   690.00 |         0.39 |  0.003
TSLA       |    19-DEC-25 |   630.00 |         0.28 |  0.003
TSLA       |    19-DEC-25 |   640.00 |         0.26 |  0.003
TSLA       |    19-DEC-25 |   650.00 |         0.23 |  0.003
TSLA       |    16-JAN-26 |   770.00 |         0.44 |  0.003
TSLA       |    05-DEC-25 |   560.00 |         0.12 |  0.003
TSLA       |    21-NOV-25 |   482.50 |         0.03 |  0.002
TSLA       |    05-DEC-25 |   570.00 |         0.10 |  0.002
TSLA       |    16-JAN-26 |   800.00 |         0.33 |  0.002
TSLA       |    16-JAN-26 |   820.00 |         0.28 |  0.002
TSLA       |    12-DEC-25 |   625.00 |         0.15 |  0.002
TSLA       |    12-DEC-25 |   630.00 |         0.13 |  0.002
TSLA       |    12-DEC-25 |   640.00 |         0.12 |  0.002
TSLA       |    19-DEC-25 |   660.00 |         0.20 |  0.002
TSLA       |    19-DEC-25 |   670.00 |         0.17 |  0.002
TSLA       |    19-DEC-25 |   675.00 |         0.20 |  0.002
TSLA       |    19-DEC-25 |   680.00 |         0.21 |  0.002
TSLA       |    19-DEC-25 |   685.00 |         0.18 |  0.002
TSLA       |    28-NOV-25 |   527.50 |         0.05 |  0.002
TSLA       |    28-NOV-25 |   525.00 |         0.05 |  0.002
TSLA       |    28-NOV-25 |   520.00 |         0.06 |  0.002
TSLA       |    28-NOV-25 |   517.50 |         0.06 |  0.002
TSLA       |    26-DEC-25 |   690.00 |         0.23 |  0.002
TSLA       |    26-DEC-25 |   700.00 |         0.20 |  0.002
TSLA       |    26-DEC-25 |   730.00 |         0.18 |  0.002
TSLA       |    02-JAN-26 |   730.00 |         0.19 |  0.002
TSLA       |    21-NOV-25 |   480.00 |         0.03 |  0.002
TSLA       |    21-NOV-25 |   477.50 |         0.03 |  0.002
TSLA       |    21-NOV-25 |   475.00 |         0.03 |  0.002
TSLA       |    20-FEB-26 |   940.00 |         0.60 |  0.002
TSLA       |    20-FEB-26 |   930.00 |         0.61 |  0.002
TSLA       |    16-JAN-26 |   790.00 |         0.34 |  0.002
TSLA       |    05-DEC-25 |   575.00 |         0.11 |  0.002
TSLA       |    05-DEC-25 |   580.00 |         0.08 |  0.002
TSLA       |    05-DEC-25 |   585.00 |         0.09 |  0.002
TSLA       |    19-DEC-25 |   780.00 |         0.06 |  0.001
TSLA       |    26-DEC-25 |   750.00 |         0.09 |  0.001
TSLA       |    26-DEC-25 |   760.00 |         0.15 |  0.001
TSLA       |    26-DEC-25 |   770.00 |         0.06 |  0.001
TSLA       |    26-DEC-25 |   780.00 |         0.11 |  0.001
TSLA       |    21-NOV-25 |   510.00 |         0.02 |  0.001
TSLA       |    26-DEC-25 |   930.00 |         0.08 |  0.001
TSLA       |    19-DEC-25 |   700.00 |         0.12 |  0.001
TSLA       |    16-JAN-26 |   940.00 |         0.13 |  0.001
TSLA       |    02-JAN-26 |   740.00 |         0.16 |  0.001
TSLA       |    02-JAN-26 |   750.00 |         0.15 |  0.001
TSLA       |    21-NOV-25 |   497.50 |         0.02 |  0.001
TSLA       |    21-NOV-25 |   495.00 |         0.02 |  0.001
TSLA       |    21-NOV-25 |   492.50 |         0.02 |  0.001
TSLA       |    21-NOV-25 |   487.50 |         0.02 |  0.001
TSLA       |    05-DEC-25 |   610.00 |         0.04 |  0.001
TSLA       |    16-JAN-26 |   930.00 |         0.13 |  0.001
TSLA       |    16-JAN-26 |   920.00 |         0.13 |  0.001
TSLA       |    16-JAN-26 |   910.00 |         0.15 |  0.001
TSLA       |    16-JAN-26 |   860.00 |         0.22 |  0.001
TSLA       |    12-DEC-25 |   700.00 |         0.06 |  0.001
TSLA       |    16-JAN-26 |   880.00 |         0.20 |  0.001
TSLA       |    16-JAN-26 |   890.00 |         0.18 |  0.001
TSLA       |    12-DEC-25 |   690.00 |         0.07 |  0.001
TSLA       |    02-JAN-26 |   800.00 |         0.10 |  0.001
TSLA       |    02-JAN-26 |   840.00 |         0.15 |  0.001
TSLA       |    05-DEC-25 |   590.00 |         0.05 |  0.001
TSLA       |    05-DEC-25 |   600.00 |         0.05 |  0.001
TSLA       |    12-DEC-25 |   680.00 |         0.06 |  0.001
TSLA       |    12-DEC-25 |   670.00 |         0.06 |  0.001
TSLA       |    12-DEC-25 |   660.00 |         0.08 |  0.001
TSLA       |    28-NOV-25 |   535.00 |         0.03 |  0.001
TSLA       |    28-NOV-25 |   532.50 |         0.04 |  0.001
TSLA       |    28-NOV-25 |   530.00 |         0.04 |  0.001
TSLA       |    28-NOV-25 |   522.50 |         0.04 |  0.001
TSLA       |    28-NOV-25 |   540.00 |         0.03 |  0.001
TSLA       |    28-NOV-25 |   542.50 |         0.03 |  0.001
TSLA       |    28-NOV-25 |   545.00 |         0.03 |  0.001
TSLA       |    19-DEC-25 |   750.00 |         0.06 |  0.001
TSLA       |    19-DEC-25 |   770.00 |         0.06 |  0.001
TSLA       |    19-DEC-25 |   740.00 |         0.06 |  0.001
TSLA       |    19-DEC-25 |   730.00 |         0.07 |  0.001
TSLA       |    19-DEC-25 |   720.00 |         0.11 |  0.001
TSLA       |    16-JAN-26 |   850.00 |         0.23 |  0.001
TSLA       |    16-JAN-26 |   900.00 |         0.16 |  0.001
TSLA       |    19-DEC-25 |   710.00 |         0.12 |  0.001
TSLA       |    05-DEC-25 |   605.00 |         0.05 |  0.001
TSLA       |    16-JAN-26 |   960.00 |         0.10 |  0.001
TSLA       |    26-DEC-25 |   720.00 |         0.11 |  0.001
TSLA       |    16-JAN-26 |   950.00 |         0.11 |  0.001
TSLA       |    26-DEC-25 |   740.00 |         0.08 |  0.001

Total covered calls found: 1024
